id;region;fecha;hora;es_dia;temperatura_2m;lluvia_mm;humedad_relativa_2m;temperatura_aparente;radiacion_directa;cod_clima;presion_msl
10939;sierra;28/12/2024;0:00;0;9.5;4.00;88;8.8;0.3;53;1020.0
10940;costa;28/12/2024;0:00;0;29.8;0.00;52;31.5;132.8;3;1009.6
10941;oriente;28/12/2024;0:00;0;19.5;5.70;97;22.5;1.8;53;1015.6
10942;sierra;28/12/2024;12:00;1;11.0;2.60;92;10.2;111.8;51;1020.6
10943;costa;28/12/2024;12:00;1;25.1;0.00;72;28.6;1.7;2;1011.7
10944;oriente;28/12/2024;12:00;1;20.5;4.80;97;23.9;14.7;53;1017.2
10945;sierra;29/12/2024;0:00;0;8.6;0.40;85;7.6;0.0;51;1020.6
10946;costa;29/12/2024;0:00;0;27.2;1.80;77;32.1;199.7;51;1009.2
10947;oriente;29/12/2024;0:00;0;19.4;3.90;100;22.5;4.2;53;1016.2
10948;sierra;29/12/2024;12:00;1;11.2;1.10;90;10.2;149.5;51;1020.9
10949;costa;29/12/2024;12:00;1;23.2;2.80;89;26.8;0.0;51;1012.8
10950;oriente;29/12/2024;12:00;1;23.8;1.20;80;27.3;139.5;51;1016.7
10951;sierra;30/12/2024;0:00;0;9.1;0.30;93;8.5;11.2;51;1019.8
10952;costa;30/12/2024;0:00;0;25.2;2.60;94;30.8;221.5;51;1010.9
10953;oriente;30/12/2024;0:00;0;18.9;4.10;100;21.6;7.8;53;1014.4
10954;sierra;30/12/2024;12:00;1;11.3;0.80;89;10.3;163.8;51;1019.6
10955;costa;30/12/2024;12:00;1;23.4;2.30;95;28.2;0.0;51;1011.9
10956;oriente;30/12/2024;12:00;1;23.2;14.40;82;26.7;54.5;61;1015.3
10957;sierra;31/12/2024;0:00;0;8.4;0.40;89;7.5;8.0;51;1018.6
10958;costa;31/12/2024;0:00;0;24.1;6.40;97;28.7;183.2;55;1009.7
10959;oriente;31/12/2024;0:00;0;19.6;6.50;100;23.0;6.5;55;1015.4
10960;sierra;31/12/2024;12:00;1;12.2;0.90;85;11.2;135.3;51;1018.7
10961;costa;31/12/2024;12:00;1;22.8;24.80;98;27.2;0.0;63;1012.4
10962;oriente;31/12/2024;12:00;1;22.7;2.60;88;26.6;54.2;51;1014.6
10963;sierra;1/1/2025;0:00;0;8.3;2.60;98;7.6;4.3;51;1019.1
10964;costa;1/1/2025;0:00;0;25.0;1.10;80;27.7;89.7;51;1010.5
10965;oriente;1/1/2025;0:00;0;19.2;1.70;95;22.0;5.2;51;1015.2
10966;sierra;1/1/2025;12:00;1;11.6;1.10;92;10.9;194.0;51;1019.6
10967;costa;1/1/2025;12:00;1;22.5;2.00;97;27.2;0.5;51;1012.3
10968;oriente;1/1/2025;12:00;1;24.5;0.30;74;27.6;174.3;51;1015.1
10969;sierra;2/1/2025;0:00;0;9.0;4.00;82;7.9;3.3;53;1019.2
10970;costa;2/1/2025;0:00;0;25.5;2.80;86;30.2;195.7;51;1010.1
10971;oriente;2/1/2025;0:00;0;19.0;0.20;95;21.8;5.5;51;1015.2
10972;sierra;2/1/2025;12:00;1;11.6;0.20;84;10.3;101.3;51;1019.7
10973;costa;2/1/2025;12:00;1;23.4;0.20;84;26.8;1.0;51;1013.2
10974;oriente;2/1/2025;12:00;1;24.7;1.30;73;27.9;154.3;51;1015.6
10975;sierra;3/1/2025;0:00;0;9.3;0.00;82;8.2;12.3;3;1019.8
10976;costa;3/1/2025;0:00;0;27.1;0.00;68;30.1;101.8;3;1010.9
10977;oriente;3/1/2025;0:00;0;19.3;11.10;98;22.3;6.3;61;1015.7
10978;sierra;3/1/2025;12:00;1;10.2;5.40;92;9.0;9.0;53;1021.0
10979;costa;3/1/2025;12:00;1;22.8;0.00;92;26.4;0.7;3;1013.5
10980;oriente;3/1/2025;12:00;1;22.2;9.40;87;25.9;74.8;61;1016.5
10981;sierra;4/1/2025;0:00;0;8.7;0.20;95;7.8;16.0;51;1020.5
10982;costa;4/1/2025;0:00;0;26.8;0.00;73;30.7;36.8;3;1010.8
10983;oriente;4/1/2025;0:00;0;19.2;28.30;99;21.9;0.0;63;1017.2
10984;sierra;4/1/2025;12:00;1;10.4;1.20;97;9.8;31.0;51;1020.9
10985;costa;4/1/2025;12:00;1;23.6;0.90;95;28.2;1.0;51;1012.6
10986;oriente;4/1/2025;12:00;1;24.9;1.50;72;28.4;215.8;51;1015.2
10987;sierra;5/1/2025;0:00;0;7.5;0.20;86;6.2;10.8;51;1020.5
10988;costa;5/1/2025;0:00;0;24.6;3.80;96;30.0;185.0;53;1010.0
10989;oriente;5/1/2025;0:00;0;19.7;16.80;100;22.7;4.7;63;1016.3
10990;sierra;5/1/2025;12:00;1;13.6;1.10;72;11.9;186.3;51;1019.6
10991;costa;5/1/2025;12:00;1;23.5;14.80;97;28.5;0.0;61;1012.7
10992;oriente;5/1/2025;12:00;1;20.4;12.00;97;23.6;9.5;61;1017.8
10993;sierra;6/1/2025;0:00;0;8.4;0.10;83;7.1;1.3;51;1019.6
10994;costa;6/1/2025;0:00;0;26.6;0.10;76;30.9;235.3;51;1010.0
10995;oriente;6/1/2025;0:00;0;18.1;1.70;96;20.2;2.3;51;1015.2
10996;sierra;6/1/2025;12:00;1;13.6;0.20;64;11.7;248.3;51;1019.9
10997;costa;6/1/2025;12:00;1;22.8;1.00;96;27.6;0.8;51;1012.1
10998;oriente;6/1/2025;12:00;1;24.1;1.50;71;26.7;52.8;51;1016.1
10999;sierra;7/1/2025;0:00;0;7.8;0.10;87;6.6;2.0;51;1020.1
11000;costa;7/1/2025;0:00;0;26.8;0.80;78;30.6;201.8;51;1009.1
11001;oriente;7/1/2025;0:00;0;19.8;0.00;91;22.1;2.5;3;1014.0
11002;sierra;7/1/2025;12:00;1;13.3;0.40;71;11.9;172.3;51;1019.5
11003;costa;7/1/2025;12:00;1;23.3;0.00;91;27.8;1.3;3;1011.1
11004;oriente;7/1/2025;12:00;1;26.8;1.50;59;29.6;202.0;51;1014.7
11005;sierra;8/1/2025;0:00;0;8.0;1.30;96;7.3;7.7;51;1020.0
11006;costa;8/1/2025;0:00;0;27.3;0.50;63;29.4;149.3;51;1010.8
11007;oriente;8/1/2025;0:00;0;20.6;4.50;92;23.8;8.2;53;1014.8
11008;sierra;8/1/2025;12:00;1;10.3;3.50;94;9.5;31.0;53;1020.0
11009;costa;8/1/2025;12:00;1;23.5;1.30;97;28.6;1.0;51;1012.3
11010;oriente;8/1/2025;12:00;1;25.0;2.30;74;28.6;171.2;51;1015.0
11011;sierra;9/1/2025;0:00;0;8.3;0.90;88;7.3;8.0;51;1019.4
11012;costa;9/1/2025;0:00;0;28.4;0.00;69;32.8;139.0;3;1008.8
11013;oriente;9/1/2025;0:00;0;19.1;5.40;98;22.0;1.7;53;1014.8
11014;sierra;9/1/2025;12:00;1;11.7;6.70;96;11.4;92.7;55;1018.4
11015;costa;9/1/2025;12:00;1;23.7;0.00;91;28.2;0.8;2;1011.3
11016;oriente;9/1/2025;12:00;1;25.2;1.20;73;28.6;177.8;51;1014.0
11017;sierra;10/1/2025;0:00;0;9.4;6.10;93;8.9;4.5;55;1018.5
11018;costa;10/1/2025;0:00;0;24.4;5.80;98;29.2;222.8;53;1010.0
11019;oriente;10/1/2025;0:00;0;19.4;7.10;95;22.4;8.7;55;1014.5
11020;sierra;10/1/2025;12:00;1;10.1;4.30;95;9.3;12.0;53;1019.1
11021;costa;10/1/2025;12:00;1;23.7;0.00;95;28.8;0.2;3;1010.8
11022;oriente;10/1/2025;12:00;1;24.6;0.40;76;27.7;157.2;51;1014.2
11023;sierra;11/1/2025;0:00;0;8.8;0.50;94;8.1;5.7;51;1019.6
11024;costa;11/1/2025;0:00;0;26.8;2.10;73;30.0;151.8;51;1008.5
11025;oriente;11/1/2025;0:00;0;19.5;3.50;98;22.7;8.0;53;1015.1
11026;sierra;11/1/2025;12:00;1;12.8;0.80;80;11.4;177.7;51;1018.7
11027;costa;11/1/2025;12:00;1;23.4;0.00;89;27.2;0.5;3;1011.4
11028;oriente;11/1/2025;12:00;1;25.9;0.60;59;28.0;231.2;51;1014.0
11029;sierra;12/1/2025;0:00;0;7.5;0.00;84;6.1;5.8;3;1019.7
11030;costa;12/1/2025;0:00;0;27.1;0.20;75;31.9;80.3;51;1009.6
11031;oriente;12/1/2025;0:00;0;19.1;3.20;97;21.7;8.7;53;1015.1
11032;sierra;12/1/2025;12:00;1;12.5;0.50;73;11.1;161.8;51;1019.9
11033;costa;12/1/2025;12:00;1;22.8;0.00;99;28.0;0.8;3;1011.6
11034;oriente;12/1/2025;12:00;1;26.0;0.30;59;28.2;224.8;51;1014.5
11035;sierra;13/1/2025;0:00;0;7.6;0.10;89;6.5;8.0;51;1020.5
11036;costa;13/1/2025;0:00;0;27.1;0.40;67;29.6;208.0;51;1009.9
11037;oriente;13/1/2025;0:00;0;21.3;0.20;81;23.9;11.8;51;1014.9
11038;sierra;13/1/2025;12:00;1;14.2;0.00;59;12.0;242.5;3;1019.5
11039;costa;13/1/2025;12:00;1;23.7;0.20;90;28.5;1.2;51;1013.0
11040;oriente;13/1/2025;12:00;1;25.0;0.10;70;28.0;181.5;51;1015.8
11041;sierra;14/1/2025;0:00;0;8.2;0.00;80;6.9;16.0;3;1020.4
11042;costa;14/1/2025;0:00;0;25.0;4.00;94;30.2;156.7;53;1010.9
11043;oriente;14/1/2025;0:00;0;19.9;0.60;90;22.7;13.0;51;1016.0
11044;sierra;14/1/2025;12:00;1;14.2;0.10;65;12.7;283.7;51;1019.3
11045;costa;14/1/2025;12:00;1;24.0;0.00;92;28.9;0.3;3;1013.4
11046;oriente;14/1/2025;12:00;1;25.3;0.00;63;27.0;243.3;3;1015.6
11047;sierra;15/1/2025;0:00;0;7.9;0.10;87;6.6;15.8;51;1019.5
11048;costa;15/1/2025;0:00;0;25.4;5.70;97;31.6;215.8;53;1010.9
11049;oriente;15/1/2025;0:00;0;18.9;0.30;90;20.9;11.0;51;1015.2
11050;sierra;15/1/2025;12:00;1;13.6;0.40;71;12.5;245.2;51;1018.8
11051;costa;15/1/2025;12:00;1;23.2;3.00;94;27.5;0.0;53;1013.5
11052;oriente;15/1/2025;12:00;1;24.6;1.30;68;26.2;269.7;51;1015.8
11053;sierra;16/1/2025;0:00;0;7.9;1.10;87;6.9;15.2;51;1020.1
11054;costa;16/1/2025;0:00;0;25.4;0.80;90;30.1;210.7;51;1012.1
11055;oriente;16/1/2025;0:00;0;20.2;0.30;83;22.5;13.0;51;1016.4
11056;sierra;16/1/2025;12:00;1;12.7;2.70;92;12.6;240.2;51;1019.6
11057;costa;16/1/2025;12:00;1;23.3;0.40;98;28.2;0.7;51;1013.8
11058;oriente;16/1/2025;12:00;1;24.0;1.80;70;25.6;224.2;51;1016.3
11059;sierra;17/1/2025;0:00;0;8.8;2.70;87;7.8;1.2;51;1019.8
11060;costa;17/1/2025;0:00;0;24.7;0.00;89;29.1;228.5;3;1011.9
11061;oriente;17/1/2025;0:00;0;18.4;0.10;97;21.0;13.5;51;1016.0
11062;sierra;17/1/2025;12:00;1;9.4;7.20;100;8.9;87.2;55;1021.8
11063;costa;17/1/2025;12:00;1;22.9;12.80;99;27.5;0.0;61;1014.7
11064;oriente;17/1/2025;12:00;1;23.0;0.50;78;25.6;59.5;51;1017.7
11065;sierra;18/1/2025;0:00;0;7.6;2.90;90;6.6;9.0;51;1021.3
11066;costa;18/1/2025;0:00;0;25.2;1.40;88;30.2;237.5;51;1012.0
11067;oriente;18/1/2025;0:00;0;19.0;0.90;98;21.9;13.0;51;1016.8
11068;sierra;18/1/2025;12:00;1;10.1;2.80;100;9.1;65.8;51;1022.0
11069;costa;18/1/2025;12:00;1;23.0;1.60;98;28.1;0.7;51;1013.4
11070;oriente;18/1/2025;12:00;1;23.7;1.00;76;26.8;188.7;51;1017.6
11071;sierra;19/1/2025;0:00;0;6.5;0.40;96;5.4;11.8;51;1021.8
11072;costa;19/1/2025;0:00;0;28.1;0.10;64;30.9;208.7;51;1010.8
11073;oriente;19/1/2025;0:00;0;19.0;0.00;85;20.3;12.8;3;1015.5
11074;sierra;19/1/2025;12:00;1;9.9;1.60;94;8.9;43.2;51;1021.4
11075;costa;19/1/2025;12:00;1;23.5;0.00;89;27.5;0.3;2;1013.2
11076;oriente;19/1/2025;12:00;1;25.6;0.30;55;27.3;294.3;51;1016.5
11077;sierra;20/1/2025;0:00;0;7.6;0.30;93;6.7;4.3;51;1021.0
11078;costa;20/1/2025;0:00;0;29.0;0.00;60;32.0;317.7;3;1009.9
11079;oriente;20/1/2025;0:00;0;19.2;0.10;89;21.7;13.2;51;1015.6
11080;sierra;20/1/2025;12:00;1;11.4;0.70;88;10.3;235.3;51;1019.6
11081;costa;20/1/2025;12:00;1;22.2;0.00;98;26.4;1.2;0;1012.3
11082;oriente;20/1/2025;12:00;1;24.9;0.50;63;26.5;197.5;51;1015.5
11083;sierra;21/1/2025;0:00;0;7.3;0.20;96;6.4;8.3;51;1021.1
11084;costa;21/1/2025;0:00;0;28.3;0.50;67;31.6;297.8;51;1008.6
11085;oriente;21/1/2025;0:00;0;19.2;0.50;95;21.6;8.3;51;1015.2
11086;sierra;21/1/2025;12:00;1;11.3;1.40;85;10.0;293.0;51;1020.5
11087;costa;21/1/2025;12:00;1;24.4;0.00;79;27.8;0.2;3;1012.4
11088;oriente;21/1/2025;12:00;1;25.0;0.80;63;26.8;276.7;51;1015.3
11089;sierra;22/1/2025;0:00;0;7.8;2.60;100;6.8;11.8;51;1021.5
11090;costa;22/1/2025;0:00;0;27.8;1.10;65;31.2;278.3;51;1009.4
11091;oriente;22/1/2025;0:00;0;18.8;0.50;97;21.1;11.0;51;1015.5
11092;sierra;22/1/2025;12:00;1;9.0;3.40;90;7.1;37.5;53;1022.9
11093;costa;22/1/2025;12:00;1;22.9;0.00;92;27.1;0.8;0;1012.2
11094;oriente;22/1/2025;12:00;1;25.9;0.50;56;27.8;278.7;51;1015.6
11095;sierra;23/1/2025;0:00;0;7.3;1.10;95;6.0;5.8;51;1022.5
11096;costa;23/1/2025;0:00;0;28.1;0.10;62;30.2;168.8;51;1009.4
11097;oriente;23/1/2025;0:00;0;18.9;0.20;82;19.7;12.3;51;1016.0
11098;sierra;23/1/2025;12:00;1;10.9;0.60;75;9.2;181.0;51;1022.1
11099;costa;23/1/2025;12:00;1;23.4;0.00;83;26.8;0.7;1;1011.8
11100;oriente;23/1/2025;12:00;1;27.5;0.10;41;27.7;312.5;51;1015.8
11101;sierra;24/1/2025;0:00;0;6.1;0.10;86;4.5;26.7;51;1022.1
11102;costa;24/1/2025;0:00;0;28.7;0.00;57;31.2;109.0;2;1009.0
11103;oriente;24/1/2025;0:00;0;20.0;0.00;76;20.9;5.3;1;1015.3
11104;sierra;24/1/2025;12:00;1;11.4;0.20;69;9.7;207.3;51;1020.9
11105;costa;24/1/2025;12:00;1;22.6;0.00;90;26.5;0.8;3;1010.9
11106;oriente;24/1/2025;12:00;1;26.3;0.00;55;28.0;102.8;1;1014.8
11107;sierra;25/1/2025;0:00;0;6.8;0.10;85;5.4;15.2;51;1021.3
11108;costa;25/1/2025;0:00;0;29.1;0.00;60;32.0;208.2;3;1008.4
11109;oriente;25/1/2025;0:00;0;18.6;23.90;99;20.8;8.2;63;1016.7
11110;sierra;25/1/2025;12:00;1;8.7;1.90;98;7.9;33.7;51;1022.8
11111;costa;25/1/2025;12:00;1;24.0;0.00;84;27.8;0.3;0;1011.5
11112;oriente;25/1/2025;12:00;1;25.3;7.70;64;27.9;79.3;55;1016.2
11113;sierra;26/1/2025;0:00;0;8.1;0.40;91;7.1;10.7;51;1021.8
11114;costa;26/1/2025;0:00;0;24.6;18.80;96;30.3;197.0;63;1009.8
11115;oriente;26/1/2025;0:00;0;18.8;17.60;100;21.1;3.7;63;1017.5
11116;sierra;26/1/2025;12:00;1;9.1;1.00;95;8.0;13.7;51;1022.9
11117;costa;26/1/2025;12:00;1;23.9;0.00;91;28.7;0.5;3;1011.1
11118;oriente;26/1/2025;12:00;1;25.6;4.90;68;28.7;161.0;53;1015.8
11119;sierra;27/1/2025;0:00;0;8.1;0.10;84;6.8;6.2;51;1020.6
11120;costa;27/1/2025;0:00;0;26.2;1.80;93;32.4;184.0;51;1008.9
11121;oriente;27/1/2025;0:00;0;19.0;3.30;96;21.2;0.5;53;1015.4
11122;sierra;27/1/2025;12:00;1;10.9;1.00;91;10.0;91.2;51;1020.8
11123;costa;27/1/2025;12:00;1;23.7;0.00;86;27.9;0.7;3;1010.2
11124;oriente;27/1/2025;12:00;1;22.6;7.90;91;26.7;41.7;61;1016.1
11125;sierra;28/1/2025;0:00;0;7.5;0.10;89;6.4;9.7;51;1019.9
11126;costa;28/1/2025;0:00;0;28.9;0.00;58;31.9;97.3;3;1007.1
11127;oriente;28/1/2025;0:00;0;18.1;0.00;95;19.7;8.0;3;1014.3
11128;sierra;28/1/2025;12:00;1;10.1;1.80;92;9.4;22.7;51;1020.3
11129;costa;28/1/2025;12:00;1;23.8;0.00;80;27.2;0.3;3;1010.0
11130;oriente;28/1/2025;12:00;1;26.9;0.10;53;28.4;222.5;51;1013.8
11131;sierra;29/1/2025;0:00;0;8.6;0.80;85;7.4;4.2;51;1019.9
11132;costa;29/1/2025;0:00;0;25.1;3.80;97;30.2;66.8;53;1008.7
11133;oriente;29/1/2025;0:00;0;18.1;8.50;97;19.4;10.3;61;1015.7
11134;sierra;29/1/2025;12:00;1;8.5;3.10;100;6.9;2.0;53;1023.0
11135;costa;29/1/2025;12:00;1;23.3;0.00;89;27.1;0.5;3;1011.0
11136;oriente;29/1/2025;12:00;1;26.2;0.50;64;29.1;210.0;51;1015.5
11137;sierra;30/1/2025;0:00;0;8.5;0.20;81;7.2;17.3;51;1020.9
11138;costa;30/1/2025;0:00;0;28.3;0.00;63;31.3;132.2;3;1008.2
11139;oriente;30/1/2025;0:00;0;18.2;1.50;97;20.1;10.0;51;1014.9
11140;sierra;30/1/2025;12:00;1;10.0;1.60;98;9.2;24.8;51;1022.4
11141;costa;30/1/2025;12:00;1;23.7;0.20;93;28.4;0.5;51;1010.2
11142;oriente;30/1/2025;12:00;1;22.1;15.10;90;25.4;23.5;63;1016.9
11143;sierra;31/1/2025;0:00;0;7.7;0.00;97;6.4;15.3;3;1021.0
11144;costa;31/1/2025;0:00;0;27.4;1.30;85;33.1;151.2;51;1008.0
11145;oriente;31/1/2025;0:00;0;19.1;13.50;99;21.2;8.8;61;1015.8
11146;sierra;31/1/2025;12:00;1;10.0;0.50;93;8.7;9.8;51;1021.0
11147;costa;31/1/2025;12:00;1;23.6;0.00;92;28.4;0.3;3;1010.3
11148;oriente;31/1/2025;12:00;1;25.5;4.60;66;28.3;151.8;53;1014.3
11149;sierra;1/2/2025;0:00;0;6.8;0.30;90;5.4;11.7;51;1020.6
11150;costa;1/2/2025;0:00;0;27.5;0.70;78;31.9;140.7;51;1007.8
11151;oriente;1/2/2025;0:00;0;18.5;29.70;97;20.4;8.7;63;1015.7
11152;sierra;1/2/2025;12:00;1;10.4;1.40;98;9.7;100.0;51;1020.7
11153;costa;1/2/2025;12:00;1;23.9;3.90;92;28.8;0.2;53;1010.5
11154;oriente;1/2/2025;12:00;1;26.5;0.00;58;28.8;122.2;3;1013.8
11155;sierra;2/2/2025;0:00;0;7.9;0.20;87;6.5;16.7;51;1018.7
11156;costa;2/2/2025;0:00;0;27.2;0.60;80;32.4;111.3;51;1007.8
11157;oriente;2/2/2025;0:00;0;19.7;0.20;93;22.0;9.5;51;1012.5
11158;sierra;2/2/2025;12:00;1;11.4;1.60;95;10.7;158.7;51;1019.5
11159;costa;2/2/2025;12:00;1;23.2;0.00;92;27.6;0.7;2;1010.1
11160;oriente;2/2/2025;12:00;1;26.3;0.90;59;28.8;211.3;51;1013.4
11161;sierra;3/2/2025;0:00;0;8.5;0.10;92;7.5;7.3;51;1018.0
11162;costa;3/2/2025;0:00;0;29.1;0.00;61;33.0;120.2;3;1006.4
11163;oriente;3/2/2025;0:00;0;21.3;0.00;93;25.0;4.3;3;1012.7
11164;sierra;3/2/2025;12:00;1;11.6;2.70;88;10.7;194.2;51;1018.3
11165;costa;3/2/2025;12:00;1;24.4;0.00;85;28.6;0.2;2;1009.7
11166;oriente;3/2/2025;12:00;1;27.1;0.00;59;29.8;248.2;3;1012.4
11167;sierra;4/2/2025;0:00;0;8.2;0.30;100;7.5;14.5;51;1019.1
11168;costa;4/2/2025;0:00;0;26.6;4.00;87;31.6;205.5;53;1007.7
11169;oriente;4/2/2025;0:00;0;19.7;7.00;98;22.5;1.3;55;1013.8
11170;sierra;4/2/2025;12:00;1;9.6;3.50;100;8.7;80.5;53;1018.8
11171;costa;4/2/2025;12:00;1;23.1;0.00;99;28.2;0.5;3;1010.2
11172;oriente;4/2/2025;12:00;1;26.3;0.90;67;29.6;205.7;51;1012.7
11173;sierra;5/2/2025;0:00;0;7.9;0.00;89;6.8;4.7;3;1019.5
11174;costa;5/2/2025;0:00;0;26.2;0.90;82;30.5;268.0;51;1008.3
11175;oriente;5/2/2025;0:00;0;18.4;0.10;98;20.8;2.0;51;1013.7
11176;sierra;5/2/2025;12:00;1;11.3;1.80;88;10.2;196.2;51;1019.0
11177;costa;5/2/2025;12:00;1;24.0;0.00;95;29.3;0.7;2;1010.2
11178;oriente;5/2/2025;12:00;1;26.7;0.40;60;29.4;178.3;51;1013.3
11179;sierra;6/2/2025;0:00;0;7.7;0.40;95;6.6;11.5;51;1018.7
11180;costa;6/2/2025;0:00;0;25.0;1.80;94;29.7;155.7;51;1008.1
11181;oriente;6/2/2025;0:00;0;19.3;5.90;98;22.3;4.8;53;1013.5
11182;sierra;6/2/2025;12:00;1;10.6;1.10;96;9.8;212.3;51;1020.0
11183;costa;6/2/2025;12:00;1;24.0;2.10;96;29.2;0.2;51;1010.3
11184;oriente;6/2/2025;12:00;1;26.1;1.50;65;29.2;224.5;51;1013.9
11185;sierra;7/2/2025;0:00;0;9.4;0.20;84;8.5;4.0;51;1018.0
11186;costa;7/2/2025;0:00;0;24.4;11.20;94;29.1;142.3;61;1008.6
11187;oriente;7/2/2025;0:00;0;20.6;6.40;94;24.1;0.8;55;1013.4
11188;sierra;7/2/2025;12:00;1;11.4;0.80;84;10.4;106.2;51;1019.2
11189;costa;7/2/2025;12:00;1;23.9;4.80;94;29.0;0.3;53;1010.5
11190;oriente;7/2/2025;12:00;1;22.9;6.50;87;26.8;31.8;55;1014.4
11191;sierra;8/2/2025;0:00;0;8.8;6.70;95;8.2;3.5;55;1019.9
11192;costa;8/2/2025;0:00;0;24.3;11.90;99;29.0;160.7;61;1009.7
11193;oriente;8/2/2025;0:00;0;18.8;3.40;96;21.2;0.8;53;1014.9
11194;sierra;8/2/2025;12:00;1;10.0;1.60;97;9.3;4.8;51;1020.7
11195;costa;8/2/2025;12:00;1;24.0;0.30;96;29.3;0.5;51;1010.7
11196;oriente;8/2/2025;12:00;1;21.9;4.80;91;25.6;13.5;53;1015.9
11197;sierra;9/2/2025;0:00;0;8.4;0.20;89;7.4;8.7;51;1020.0
11198;costa;9/2/2025;0:00;0;24.6;33.00;96;29.8;121.5;63;1010.0
11199;oriente;9/2/2025;0:00;0;19.4;0.00;95;22.0;4.3;3;1014.8
11200;sierra;9/2/2025;12:00;1;13.0;0.40;80;11.9;162.2;51;1020.4
11201;costa;9/2/2025;12:00;1;23.8;3.90;97;29.0;0.2;53;1011.9
11202;oriente;9/2/2025;12:00;1;27.2;0.20;61;30.2;265.7;51;1014.5
11203;sierra;10/2/2025;0:00;0;8.1;0.30;92;7.2;4.7;51;1020.5
11204;costa;10/2/2025;0:00;0;24.4;20.40;98;29.6;144.7;63;1010.5
11205;oriente;10/2/2025;0:00;0;20.0;2.10;99;23.3;2.2;51;1016.2
11206;sierra;10/2/2025;12:00;1;12.1;2.70;92;11.2;135.0;51;1019.8
11207;costa;10/2/2025;12:00;1;23.4;13.00;99;28.2;0.0;61;1012.4
11208;oriente;10/2/2025;12:00;1;24.2;3.10;79;27.7;115.3;53;1015.8
11209;sierra;11/2/2025;0:00;0;8.8;6.60;98;8.2;2.3;55;1018.9
11210;costa;11/2/2025;0:00;0;24.1;8.90;96;29.3;94.3;61;1010.2
11211;oriente;11/2/2025;0:00;0;18.8;12.60;98;21.7;1.5;61;1014.0
11212;sierra;11/2/2025;12:00;1;10.4;3.90;99;9.9;76.5;53;1018.2
11213;costa;11/2/2025;12:00;1;22.7;34.70;98;27.0;0.0;63;1010.8
11214;oriente;11/2/2025;12:00;1;23.5;9.80;81;26.8;43.3;61;1013.9
11215;sierra;12/2/2025;0:00;0;8.8;11.00;96;8.2;0.0;61;1018.0
11216;costa;12/2/2025;0:00;0;25.0;1.00;92;30.7;130.3;51;1008.4
11217;oriente;12/2/2025;0:00;0;19.8;4.80;96;23.0;5.0;53;1013.8
11218;sierra;12/2/2025;12:00;1;9.7;6.10;100;9.2;68.0;55;1018.0
11219;costa;12/2/2025;12:00;1;23.7;0.00;97;29.0;0.3;3;1009.7
11220;oriente;12/2/2025;12:00;1;25.4;0.40;68;28.2;192.0;51;1013.0
11221;sierra;13/2/2025;0:00;0;8.7;8.10;99;8.2;7.3;61;1019.5
11222;costa;13/2/2025;0:00;0;25.3;3.90;95;31.5;185.5;53;1009.1
11223;oriente;13/2/2025;0:00;0;19.7;2.70;98;22.9;3.8;51;1015.3
11224;sierra;13/2/2025;12:00;1;8.5;27.70;100;6.7;0.7;63;1022.2
11225;costa;13/2/2025;12:00;1;22.9;2.30;98;27.4;0.0;51;1012.5
11226;oriente;13/2/2025;12:00;1;25.1;1.60;71;28.4;150.5;51;1016.0
11227;sierra;14/2/2025;0:00;0;7.6;0.50;96;6.4;5.8;51;1023.0
11228;costa;14/2/2025;0:00;0;24.3;14.40;98;29.5;36.2;61;1012.4
11229;oriente;14/2/2025;0:00;0;19.5;9.20;98;22.6;4.0;61;1018.5
11230;sierra;14/2/2025;12:00;1;13.2;0.20;71;11.7;144.2;51;1021.1
11231;costa;14/2/2025;12:00;1;23.4;11.50;99;28.5;0.0;61;1014.3
11232;oriente;14/2/2025;12:00;1;25.6;0.20;68;28.5;263.8;51;1016.8
11233;sierra;15/2/2025;0:00;0;9.0;0.90;93;8.4;5.3;51;1020.1
11234;costa;15/2/2025;0:00;0;24.9;12.60;95;30.5;126.7;61;1011.5
11235;oriente;15/2/2025;0:00;0;19.7;6.40;100;23.0;6.3;55;1016.8
11236;sierra;15/2/2025;12:00;1;10.5;5.80;93;9.8;142.0;53;1019.5
11237;costa;15/2/2025;12:00;1;22.4;6.60;99;26.9;0.0;55;1012.6
11238;oriente;15/2/2025;12:00;1;24.7;0.20;72;27.2;248.3;51;1014.9
11239;sierra;16/2/2025;0:00;0;8.7;5.50;86;7.8;5.2;53;1018.3
11240;costa;16/2/2025;0:00;0;23.8;29.00;98;28.6;189.7;63;1010.2
11241;oriente;16/2/2025;0:00;0;19.5;0.70;97;22.6;6.5;51;1014.4
11242;sierra;16/2/2025;12:00;1;10.2;3.00;99;9.6;89.8;53;1019.1
11243;costa;16/2/2025;12:00;1;22.7;0.00;98;27.5;0.0;3;1011.0
11244;oriente;16/2/2025;12:00;1;23.9;1.70;76;26.7;74.7;51;1015.0
11245;sierra;17/2/2025;0:00;0;8.9;2.10;94;8.3;3.3;51;1019.4
11246;costa;17/2/2025;0:00;0;23.4;9.50;98;27.9;73.0;61;1010.5
11247;oriente;17/2/2025;0:00;0;19.0;3.30;97;21.8;7.0;53;1015.8
11248;sierra;17/2/2025;12:00;1;10.1;4.00;100;9.4;99.7;53;1019.4
11249;costa;17/2/2025;12:00;1;22.7;9.00;98;27.4;0.0;61;1012.0
